ds,y
10/18/2017,0.4695191215448693
11/3/2017,0.617001346525379
12/5/2017,0.5913359064462239
1/6/2018,0.6311179173047474
2/7/2018,0.5746458923512748
3/27/2018,0.5202098613416135
4/28/2018,0.5698465643762508
5/30/2018,0.6165951359084407
6/15/2018,0.6282834228533588
7/1/2018,0.6202436456610015
8/18/2018,0.5723606168446026
9/3/2018,0.5613714749442077
10/5/2018,0.4842775302355188
11/22/2018,0.5483305005756894
12/8/2018,0.5746458923512748
1/9/2019,0.5746458923512748
2/26/2019,0.4255601530174096
3/30/2019,0.6310444549061806
4/15/2019,0.4999299032665078
5/17/2019,0.6180938756046053
6/18/2019,0.568500539374326
7/20/2019,0.5223459046353215
8/5/2019,0.5206466069142125
9/22/2019,0.3768491124260354
