ds,y
10/18/2017,0.4553125803961924
11/3/2017,0.39345114345114357
12/5/2017,0.42192284139620334
1/6/2018,0.47014821997506584
2/7/2018,0.45191085501228706
3/27/2018,0.4624519534163273
4/28/2018,0.4474430666990841
5/30/2018,0.4893774247182709
6/15/2018,0.4531660344324481
7/1/2018,0.4850938184589009
8/18/2018,0.41946398361677506
9/3/2018,0.356800260141452
10/5/2018,0.4035649630970616
11/22/2018,0.43478260869565205
12/8/2018,0.45191085501228706
1/9/2019,0.45191085501228706
2/26/2019,0.45191085501228706
3/30/2019,0.4969375931137229
4/15/2019,0.39557037389854727
5/17/2019,0.4840784818269541
6/18/2019,0.4608319827120475
7/20/2019,0.4415387530794011
8/5/2019,0.42615623785464446
9/22/2019,0.3450415951406312
