ds,y
10/18/2017,0.5295767593288254
11/3/2017,0.5860218332621823
12/5/2017,0.6188368375753105
1/6/2018,0.666300500427194
2/7/2018,0.6539720114182275
3/27/2018,0.5547245338670599
4/28/2018,0.652523961661342
5/30/2018,0.6894943362700822
6/15/2018,0.7107307249712314
7/1/2018,0.7323501496678105
8/18/2018,0.6585956416464891
9/3/2018,0.6247884006771179
10/5/2018,0.5743908761016071
11/22/2018,0.6683633949319464
12/8/2018,0.6539720114182275
1/9/2019,0.6539720114182275
2/26/2019,0.4649759376670995
3/30/2019,0.7557600761662964
4/15/2019,0.47478884054261583
5/17/2019,0.7326848488579696
6/18/2019,0.6475469500655117
7/20/2019,0.6826456310679611
8/5/2019,0.7042407234175242
9/22/2019,0.46983680704113434
