ds,y
10/18/2017,0.4652432366856727
11/3/2017,0.3973380177015067
12/5/2017,0.41096535486041036
1/6/2018,0.4297811266594905
2/7/2018,0.41061860691670726
3/27/2018,0.4393769543925895
4/28/2018,0.4238389087366029
5/30/2018,0.4709415134435924
6/15/2018,0.42148126856376344
7/1/2018,0.44284904590969204
8/18/2018,0.34624874348898826
9/3/2018,0.34593848900430096
10/5/2018,0.36033578174186764
11/22/2018,0.4076753310446297
12/8/2018,0.41061860691670726
1/9/2019,0.41061860691670726
2/26/2019,0.36651532985819185
3/30/2019,0.44993684210526314
4/15/2019,0.40434930343187214
5/17/2019,0.41205045835618587
6/18/2019,0.3805879283353627
7/20/2019,0.3414394278050962
8/5/2019,0.34552204176334117
9/22/2019,0.28928431244275804
