ds,y
10/18/2017,0.52447483642446
11/3/2017,0.6295298870089573
12/5/2017,0.6608397909533249
1/6/2018,0.6974995414807117
2/7/2018,0.6868160500260553
3/27/2018,0.5789312353121486
4/28/2018,0.6776574217355077
5/30/2018,0.7370475037007133
6/15/2018,0.7240000000000001
7/1/2018,0.7371405150625041
8/18/2018,0.6856071531583502
9/3/2018,0.6475258366983778
10/5/2018,0.6167082294264339
11/22/2018,0.6775835002435988
12/8/2018,0.6868160500260553
1/9/2019,0.6868160500260553
2/26/2019,0.47923296613627087
3/30/2019,0.7797935191263351
4/15/2019,0.5387397040112503
5/17/2019,0.7371737173717371
6/18/2019,0.6952007835455437
7/20/2019,0.6736569951163458
8/5/2019,0.7057968908905999
9/22/2019,0.49913524731926673
