ds,y
10/18/2017,0.604624769470847
11/3/2017,0.5162988966900702
12/5/2017,0.5687358632822317
1/6/2018,0.5739236393176279
2/7/2018,0.5723443223443223
3/27/2018,0.5669009415196923
4/28/2018,0.535795915357959
5/30/2018,0.566751456470009
6/15/2018,0.5360135421074904
7/1/2018,0.559107739546645
8/18/2018,0.4846371034711842
9/3/2018,0.48755383604642677
10/5/2018,0.5218707724022418
11/22/2018,0.5723443223443223
12/8/2018,0.5723443223443223
1/9/2019,0.5723443223443223
2/26/2019,0.34897851356111304
3/30/2019,0.6044792833146697
4/15/2019,0.5723443223443223
5/17/2019,0.5904069767441861
6/18/2019,0.5321028553399589
7/20/2019,0.5474514460181494
8/5/2019,0.5569799384000665
9/22/2019,0.4120286164665939
