ds,y
10/18/2017,0.5779118196179809
11/3/2017,0.44455683398659745
12/5/2017,0.4795515751236926
1/6/2018,0.5220417633410672
2/7/2018,0.5340673368437849
3/27/2018,0.5534131349077969
4/28/2018,0.541685111406227
5/30/2018,0.5465000452775514
6/15/2018,0.5216988130563797
7/1/2018,0.5091204278483431
8/18/2018,0.4815199515277417
9/3/2018,0.4217730383574726
10/5/2018,0.47942469037155416
11/22/2018,0.5340673368437849
12/8/2018,0.5340673368437849
1/9/2019,0.5340673368437849
2/26/2019,0.443071179942491
3/30/2019,0.5577743902439023
4/15/2019,0.5340673368437849
5/17/2019,0.5179455917092128
6/18/2019,0.5249691484985601
7/20/2019,0.4900018014772114
8/5/2019,0.5062516626762437
9/22/2019,0.3700757089695881
