ds,y
10/18/2017,0.791219512195122
11/3/2017,0.6679015035955546
12/5/2017,0.7014277183649097
1/6/2018,0.6982632594585112
2/7/2018,0.6720994269554216
3/27/2018,0.5976219429806783
4/28/2018,0.5446442060734251
5/30/2018,0.6198390028564008
6/15/2018,0.5642542006946399
7/1/2018,0.6043936092955701
8/18/2018,0.5517707488510407
9/3/2018,0.5422792687670168
10/5/2018,0.5406866896866245
11/22/2018,0.6007680614449156
12/8/2018,0.6007680614449156
1/9/2019,0.6007680614449156
2/26/2019,0.49568240439609723
3/30/2019,0.63211743772242
4/15/2019,0.6007680614449156
5/17/2019,0.5681553398058252
6/18/2019,0.5620081411126187
7/20/2019,0.5169753086419753
8/5/2019,0.5064935064935063
9/22/2019,0.4105856150923621
