ds,y
10/18/2017,0.41701813580767605
11/3/2017,0.38774222053903934
12/5/2017,0.4540140296180827
1/6/2018,0.5160051216389244
2/7/2018,0.4471205805156708
3/27/2018,0.4610144682767549
4/28/2018,0.4459008764445824
5/30/2018,0.4539941084734014
6/15/2018,0.44668171557562075
7/1/2018,0.4792079207920793
8/18/2018,0.34535088454766494
9/3/2018,0.32198603812063686
10/5/2018,0.3627064250852443
11/22/2018,0.40479599141016465
12/8/2018,0.4471205805156708
1/9/2019,0.4471205805156708
2/26/2019,0.36790666422332163
3/30/2019,0.48881334492845296
4/15/2019,0.42978199958996793
5/17/2019,0.4666352275406744
6/18/2019,0.44989912575655683
7/20/2019,0.3613523862893435
8/5/2019,0.36939461883408076
9/22/2019,0.30560249577538023
