ds,y
10/18/2017,0.4535703340484216
11/3/2017,0.38341933264533884
12/5/2017,0.42163203522774184
1/6/2018,0.4610095098756402
2/7/2018,0.43580099162249963
3/27/2018,0.4760485570982046
4/28/2018,0.40325012564918755
5/30/2018,0.5110822591115644
6/15/2018,0.3804176516942474
7/1/2018,0.4539049919484702
8/18/2018,0.41468702014271525
9/3/2018,0.3738477853005955
10/5/2018,0.4313235818765608
11/22/2018,0.43580099162249963
12/8/2018,0.43580099162249963
1/9/2019,0.43580099162249963
2/26/2019,0.4256490952006294
3/30/2019,0.46632825719120136
4/15/2019,0.43580099162249963
5/17/2019,0.4337451345405314
6/18/2019,0.4542797113364392
7/20/2019,0.35925962390469635
8/5/2019,0.35051943055021173
9/22/2019,0.32454496788008574
