ds,y
10/18/2017,0.48776576483368694
11/3/2017,0.55379846922639
12/5/2017,0.5581573896353167
1/6/2018,0.596460407313423
2/7/2018,0.622013586749103
3/27/2018,0.5219298245614036
4/28/2018,0.5570391872278664
5/30/2018,0.656382811270266
6/15/2018,0.6004930156121612
7/1/2018,0.6514136296780519
8/18/2018,0.6058345764959389
9/3/2018,0.5317582080392758
10/5/2018,0.507141885457761
11/22/2018,0.5601876595997387
12/8/2018,0.622013586749103
1/9/2019,0.622013586749103
2/26/2019,0.622013586749103
3/30/2019,0.6455509723040661
4/15/2019,0.44507246376811593
5/17/2019,0.6496788606534487
6/18/2019,0.6431721354361312
7/20/2019,0.6171218915613536
8/5/2019,0.5792373246104846
9/22/2019,0.4264881513608649
