ds,y
10/18/2017,0.7217247097844114
11/3/2017,0.7132027173377967
12/5/2017,0.7297030192222169
1/6/2018,0.7074265760429007
2/7/2018,0.7213930348258707
3/27/2018,0.6296916714652149
4/28/2018,0.6873451990092737
5/30/2018,0.7650419124495499
6/15/2018,0.7466199298948423
7/1/2018,0.7605381165919284
8/18/2018,0.6777437691298644
9/3/2018,0.6787909836065574
10/5/2018,0.6682469680264608
11/22/2018,0.7213930348258707
12/8/2018,0.7213930348258707
1/9/2019,0.7213930348258707
2/26/2019,0.6391318790831579
3/30/2019,0.7778051787916153
4/15/2019,0.5417580227227428
5/17/2019,0.7341543820364497
6/18/2019,0.6951587994359767
7/20/2019,0.7008074798130046
8/5/2019,0.7370171746656711
9/22/2019,0.5058472827333181
