ds,y
10/18/2017,0.5722390816730439
11/3/2017,0.5005242706470118
12/5/2017,0.5376928361751296
1/6/2018,0.5791320166320167
2/7/2018,0.5557183676459814
3/27/2018,0.5858460004983803
4/28/2018,0.5639255074283323
5/30/2018,0.5445478723404255
6/15/2018,0.5772145709396137
7/1/2018,0.5767372104649224
8/18/2018,0.5226401814342692
9/3/2018,0.5237209302325582
10/5/2018,0.4919055201698514
11/22/2018,0.5557183676459814
12/8/2018,0.5557183676459814
1/9/2019,0.5557183676459814
2/26/2019,0.366802635707562
3/30/2019,0.6173208191126279
4/15/2019,0.5557183676459814
5/17/2019,0.5547723935389134
6/18/2019,0.5081887465542402
7/20/2019,0.5321340964840555
8/5/2019,0.5731497418244406
9/22/2019,0.4013099886635596
