ds,y
10/18/2017,0.6897089397089397
11/3/2017,0.613361024575978
12/5/2017,0.6641966992253284
1/6/2018,0.6711780628457101
2/7/2018,0.6511372778468515
3/27/2018,0.6398462682866352
4/28/2018,0.6281859070464768
5/30/2018,0.6586463831108351
6/15/2018,0.6718833498740362
7/1/2018,0.648185958850322
8/18/2018,0.6292768701003736
9/3/2018,0.5822370617696161
10/5/2018,0.5589743589743591
11/22/2018,0.6511372778468515
12/8/2018,0.6511372778468515
1/9/2019,0.6511372778468515
2/26/2019,0.6511372778468515
3/30/2019,0.6795156407669021
4/15/2019,0.6511372778468515
5/17/2019,0.609581343073897
6/18/2019,0.6385060344211956
7/20/2019,0.6367682037903785
8/5/2019,0.6558417319895483
9/22/2019,0.47534655202667137
