ds,y
10/18/2017,0.7777423808006796
11/3/2017,0.4896880859042099
12/5/2017,0.48995258523368695
1/6/2018,0.6922135025324204
2/7/2018,0.45276601651974724
3/27/2018,0.6691635455680399
4/28/2018,0.5942277118747709
5/30/2018,0.33220316880745915
6/15/2018,0.25209146681539324
7/1/2018,0.3451281608699405
8/18/2018,0.34926843401419677
9/3/2018,0.45276601651974724
10/5/2018,0.3407327993945891
11/22/2018,0.43751989305493666
12/8/2018,0.45276601651974724
1/9/2019,0.5911516046950668
2/26/2019,0.7502326264753414
3/30/2019,0.7240564711176107
4/15/2019,0.45276601651974724
5/17/2019,0.5133140643256873
6/18/2019,0.3332233041756065
7/20/2019,0.35352703926249074
8/5/2019,0.3356867779204107
9/22/2019,0.279026449770272
