ds,y
10/18/2017,0.7806873977086742
11/3/2017,0.436784165462026
12/5/2017,0.5658589067062861
1/6/2018,0.6784338557332067
2/7/2018,0.6345811051693404
3/27/2018,0.6554898911353033
4/28/2018,0.6118473282442749
5/30/2018,0.6211175668890323
6/15/2018,0.592998798076923
7/1/2018,0.6205723124516627
8/18/2018,0.2641837274306867
9/3/2018,0.6345811051693404
10/5/2018,0.40250247770069375
11/22/2018,0.5875548464299961
12/8/2018,0.6345811051693404
1/9/2019,0.6345811051693404
2/26/2019,0.7208734444705328
3/30/2019,0.7295924258168803
4/15/2019,0.4360470103800291
5/17/2019,0.7143787444647043
6/18/2019,0.6451696117631883
7/20/2019,0.4132529111166958
8/5/2019,0.2716102919919052
9/22/2019,0.31723340835817265
