ds,y
10/18/2017,0.7215982574365256
11/3/2017,0.5905315614617941
12/5/2017,0.5674909255898367
1/6/2018,0.6713055003313453
2/7/2018,0.6610451800957736
3/27/2018,0.6711048820369072
4/28/2018,0.6428658611009397
5/30/2018,0.6916131762714255
6/15/2018,0.6576446875899797
7/1/2018,0.6816995359628771
8/18/2018,0.5728201099764336
9/3/2018,0.6610451800957736
10/5/2018,0.49180006533812465
11/22/2018,0.5412429378531074
12/8/2018,0.6610451800957736
1/9/2019,0.6610451800957736
2/26/2019,0.7035151515151514
3/30/2019,0.7216446124763706
4/15/2019,0.6610451800957736
5/17/2019,0.7109228480889865
6/18/2019,0.6221648784462855
7/20/2019,0.6208022388059701
8/5/2019,0.6121295447601588
9/22/2019,0.37074958917962336
