ds,y
10/18/2017,0.75
11/3/2017,0.4010051498417819
12/5/2017,0.47718895401534833
1/6/2018,0.6199220556179404
2/7/2018,0.5964236388747546
3/27/2018,0.665894078108703
4/28/2018,0.5892955336958514
5/30/2018,0.6331093128514607
6/15/2018,0.593355794092298
7/1/2018,0.5632298965632299
8/18/2018,0.38607484769364664
9/3/2018,0.21352956364575262
10/5/2018,0.2519800939230392
11/22/2018,0.30360960117266234
12/8/2018,0.5964236388747546
1/9/2019,0.5964236388747546
2/26/2019,0.6834149585827437
3/30/2019,0.7044753086419753
4/15/2019,0.5964236388747546
5/17/2019,0.7308427897488206
6/18/2019,0.6350669932286414
7/20/2019,0.3372515125324114
8/5/2019,0.3781878318391505
9/22/2019,0.2953773831287541
