ds,y
10/18/2017,0.3821512934262834
11/3/2017,0.2881460213289581
12/5/2017,0.2723654283548142
1/6/2018,0.33038043210787926
2/7/2018,0.3699616858237548
3/27/2018,0.32200665824819197
4/28/2018,0.3734221376466857
5/30/2018,0.3919243470429301
6/15/2018,0.3806699232379623
7/1/2018,0.4301374786593584
8/18/2018,0.30811635993554404
9/3/2018,0.2708231515743909
10/5/2018,0.2938401401806173
11/22/2018,0.3699616858237548
12/8/2018,0.3699616858237548
1/9/2019,0.3699616858237548
2/26/2019,0.3207944628347879
3/30/2019,0.4002622950819672
4/15/2019,0.3699616858237548
5/17/2019,0.4393194411925387
6/18/2019,0.366089478772963
7/20/2019,0.29574567554932213
8/5/2019,0.2639246690947854
9/22/2019,0.2601909184726522
