ds,y
10/18/2017,0.7977168949771688
11/3/2017,0.6097646236308552
12/5/2017,0.609238368600227
1/6/2018,0.7116678920875515
2/7/2018,0.7304249148909343
3/27/2018,0.7255572835666149
4/28/2018,0.7023319615912208
5/30/2018,0.7618932038834952
6/15/2018,0.7495189995189995
7/1/2018,0.7413889753970726
8/18/2018,0.6663611365719524
9/3/2018,0.7304249148909343
10/5/2018,0.5851008117308195
11/22/2018,0.6576291793313069
12/8/2018,0.7304249148909343
1/9/2019,0.7304249148909343
2/26/2019,0.7542610022894938
3/30/2019,0.7683599419448474
4/15/2019,0.7304249148909343
5/17/2019,0.7578714999419077
6/18/2019,0.6825003262429856
7/20/2019,0.6638013371537728
8/5/2019,0.687621322980439
9/22/2019,0.4404260589546692
