ds,y
10/18/2017,0.422333125389894
11/3/2017,0.3258319367967441
12/5/2017,0.3669607467075823
1/6/2018,0.4065990499422261
2/7/2018,0.3745038895062708
3/27/2018,0.395840777531623
4/28/2018,0.3774548938208525
5/30/2018,0.3973138388303297
6/15/2018,0.3562215830008352
7/1/2018,0.40710357042975653
8/18/2018,0.3172851307899539
9/3/2018,0.3045567149613393
10/5/2018,0.3445837780149413
11/22/2018,0.3745038895062708
12/8/2018,0.3745038895062708
1/9/2019,0.3745038895062708
2/26/2019,0.37956057246522884
3/30/2019,0.36936936936936937
4/15/2019,0.3745038895062708
5/17/2019,0.3936651583710407
6/18/2019,0.4059555854643338
7/20/2019,0.3179690949227373
8/5/2019,0.2858800132582035
9/22/2019,0.27782041442824246
