ds,y
10/18/2017,0.7639658356417357
11/3/2017,0.5772162927466782
12/5/2017,0.5735294117647058
1/6/2018,0.6705647619575458
2/7/2018,0.5895219046390089
3/27/2018,0.6610189296564617
4/28/2018,0.6176346927743408
5/30/2018,0.48855592260500236
6/15/2018,0.4939364630607842
7/1/2018,0.5439351552973245
8/18/2018,0.47413675446976933
9/3/2018,0.5895219046390089
10/5/2018,0.4796577829753186
11/22/2018,0.5216668645375757
12/8/2018,0.5895219046390089
1/9/2019,0.5895219046390089
2/26/2019,0.7027097582624133
3/30/2019,0.7023276386354841
4/15/2019,0.5895219046390089
5/17/2019,0.6510833798969392
6/18/2019,0.41312281224398595
7/20/2019,0.408383418092156
8/5/2019,0.4283407940118882
9/22/2019,0.3299270072992701
